0.8000, -0.6000, 0.9472, 0.7940, 0.6079, 0.8179, 0.5753
0.8000, -0.5000, 0.9566, 0.6784, 0.7347, 0.6324, 0.7746
0.8000, -0.4000, 0.9557, 0.7235, 0.6903, 0.7228, 0.6911
0.8000, -0.3000, 0.9622, 0.8384, 0.5451, 0.9177, 0.3972
0.8000, -0.2000, 0.9588, 0.8112, 0.5847, 0.9008, 0.4343
0.9000, -1.2000, 0.9334, 0.3886, 0.9214, 0.0060, 1.0000
0.9000, -1.1000, 0.9273, 0.2544, 0.9671, -0.1660, 0.9861
0.9000, -1.0000, 0.9590, 0.3032, 0.9529, -0.0370, 0.9993
0.9000, -0.9000, 0.9607, 0.3060, 0.9520, -0.0281, 0.9996
0.9000, -0.8000, 0.9345, 0.3909, 0.9204, 0.0796, 0.9968
0.9000, -0.7000, 0.9522, 0.4963, 0.8682, 0.2421, 0.9702
0.9000, -0.6000, 0.9479, 0.5997, 0.8002, 0.4834, 0.8754
0.9000, -0.5000, 0.9588, 0.5409, 0.8411, 0.3963, 0.9181
0.9000, -0.4000, 0.9373, 0.6806, 0.7327, 0.7014, 0.7127
0.9000, -0.3000, 0.9672, 0.7924, 0.6100, 0.9267, 0.3759
0.9000, -0.2000, 0.9662, 0.6383, 0.7698, 0.5982, 0.8013
1.0000, -1.2000, 0.9619, 0.3972, 0.9177, 0.1067, 0.9943
1.0000, -1.1000, 0.9636, 0.3140, 0.9494, -0.0099, 1.0000
1.0000, -1.0000, 0.9405, 0.3172, 0.9484, -0.1046, 0.9945
1.0000, -0.9000, 0.9577, 0.1739, 0.9848, -0.2280, 0.9737
1.0000, -0.8000, 0.9438, 0.2268, 0.9739, -0.1100, 0.9939
1.0000, -0.7000, 0.9483, 0.4186, 0.9082, 0.0815, 0.9967
1.0000, -0.6000, 0.9480, 0.5352, 0.8447, 0.3941, 0.9190
1.0000, -0.5000, 0.9521, 0.5729, 0.8196, 0.4631, 0.8863
1.0000, -0.4000, 0.9533, 0.5937, 0.8047, 0.5529, 0.8332
1.0000, -0.3000, 0.9524, -0.2958, 0.9552, -0.4608, 0.8875
1.0000, -0.2000, 0.9536, 0.4928, 0.8701, 0.3227, 0.9465
1.1000, -1.2000, 0.9506, 0.3742, 0.9274, 0.0316, 0.9995
1.1000, -1.1000, 0.9626, 0.2541, 0.9672, -0.1440, 0.9896
1.1000, -1.0000, 0.9383, 0.1855, 0.9826, -0.1716, 0.9852
1.1000, -0.9000, 0.9420, 0.3682, 0.9297, 0.0355, 0.9994
1.1000, -0.8000, 0.9542, 0.2646, 0.9644, -0.1181, 0.9930
1.1000, -0.7000, 0.9519, 0.4157, 0.9095, 0.1791, 0.9838
1.1000, -0.6000, 0.9407, 0.2527, 0.9675, -0.1211, 0.9926
1.1000, -0.5000, 0.9510, 0.1291, 0.9916, -0.2383, 0.9712
1.1000, -0.4000, 0.9477, 0.5683, 0.8228, 0.5428, 0.8399
1.1000, -0.3000, 0.9306, 0.7079, 0.7063, 0.9695, 0.2451
1.1000, -0.2000, 0.9471, 0.6126, 0.7904, 0.7809, 0.6246
1.2000, -1.2000, 0.9494, 0.3378, 0.9412, 0.0232, 0.9997
1.2000, -1.1000, 0.9468, 0.3964, 0.9181, 0.0748, 0.9972
1.2000, -1.0000, 0.9398, 0.3180, 0.9481, -0.0263, 0.9997
1.2000, -0.9000, 0.9427, 0.2402, 0.9707, -0.2342, 0.9722
1.2000, -0.8000, 0.9483, 0.1746, 0.9846, -0.2478, 0.9688
1.2000, -0.7000, 0.9481, 0.2662, 0.9639, -0.0760, 0.9971
1.2000, -0.6000, 0.9469, 0.3061, 0.9520, -0.0405, 0.9992
1.2000, -0.5000, 0.9600, 0.4240, 0.9057, 0.1993, 0.9799
1.2000, -0.4000, 0.9231, 0.3654, 0.9308, 0.0067, 1.0000
1.2000, -0.3000, 0.9535, 0.1487, 0.9889, -0.2091, 0.9779
1.2000, -0.2000, 0.9548, 0.2817, 0.9595, -0.0339, 0.9994
1.3000, -1.2000, 0.9388, 0.3381, 0.9411, -0.0065, 1.0000
1.3000, -1.1000, 0.9468, 0.2791, 0.9603, -0.2195, 0.9756
1.3000, -1.0000, 0.9560, 0.3480, 0.9375, -0.1261, 0.9920
1.3000, -0.9000, 0.9530, 0.3269, 0.9451, -0.1042, 0.9946
1.3000, -0.8000, 0.9453, 0.3869, 0.9221, 0.2035, 0.9791
1.3000, -0.7000, 0.9548, 0.3234, 0.9463, 0.0246, 0.9997
1.3000, -0.6000, 0.9439, 0.3119, 0.9501, 0.0114, 0.9999
1.3000, -0.5000, 0.9509, 0.2936, 0.9559, -0.1632, 0.9866
1.3000, -0.4000, 0.9736, 0.0755, 0.9971, -0.2705, 0.9627
1.3000, -0.3000, 0.9349, 0.4600, 0.8879, 0.4673, 0.8841
1.3000, -0.2000, 0.9504, 0.3202, 0.9474, -0.0824, 0.9966
